city_id,CityName,SafetyRating,AdministrationRating,DeathsToCasesRation,Latitude,Longitude
703,Fishers,3,0.0025745,0.465404675,39.9567548,-86.01335
704,Wheeling,3,0.0025781,0.57388908,42.1391927,-87.9289591
705,South Gate,3,0.0025907,0.679704414,33.954737,-118.2120161
706,Union City,3,0.0026015,0.589511826,37.5933562,-122.0438609
707,Janesville,3,0.0026508,0.613722463,42.6827885,-89.0187222
708,Pleasanton,3,0.0026583,0.519305752,37.6604484,-121.8757968
709,Suffolk,3,0.0026894,0.64524855,36.7282054,-76.5835621
710,Lauderhill,3,0.0027074,0.437284598,26.1403635,-80.2133808
711,Ellicott City,3,0.0027396,0.566487603,39.2673283,-76.7983067
712,Deerfield Beach,3,0.002753,0.883502903,26.3184123,-80.09976569999999
713,Mount Vernon,3,0.0027664,1.036533376,38.707982,-77.0861753
714,Altoona,3,0.0028081,0.698712759,40.5186809,-78.3947359
715,Quincy,3,0.002824,0.55474125,42.2528772,-71.0022705
716,State College,3,0.0028256,0.535751336,40.7933949,-77.8600012
717,Wausau,3,0.0028945,0.657858566,44.9591352,-89.6301221
718,Petaluma,3,0.0029044,0.726433133,38.232417,-122.6366524
719,Town 'n' Country,3,0.0030004,0.438969802,28.0105745,-82.57731930000001
720,Slidell,3,0.0030405,0.583333333,30.2751945,-89.78117449999999
721,Waldorf,3,0.0030511,0.426882288,38.6265124,-76.9105483
722,Plantation,3,0.0031919,0.52718114,26.1275862,-80.23310359999999
723,Rogers,3,0.0032125,1.112828172,36.3338456,-94.1596053
724,Rancho Cordova,3,0.0033024,0.537158105,38.5890723,-121.302728
725,Auburn,3,0.003362,0.564571471,32.6098566,-85.48078249999999
726,Dalton,3,0.0033894,0.76007618,40.781585,-73.95508699999999
727,Waukegan,3,0.0034541,0.484913175,42.3636331,-87.84479379999999
728,Farmington Hills,3,0.0035574,0.425690863,42.4989936,-83.3677168
729,Whittier,3,0.0037422,0.522139749,33.9791793,-118.032844
730,South Fulton,3,0.003944,0.561423728,33.6576286,-84.6269824
731,Bangor,4,0.0014473,0.482872247,44.8016128,-68.7712257
732,Towson,4,0.0014651,0.756303226,39.4014955,-76.6019125
733,Novi,4,0.0014813,0.607816433,42.48059,-83.4754913
734,Gadsden,4,0.0014816,0.594751014,34.014264,-86.0066386
735,Helena,4,0.0014884,0.412981674,46.5891452,-112.0391057
736,Sebring,4,0.0014951,0.645047695,27.495592,-81.440907
737,Watertown,4,0.0015039,0.465075512,42.3709299,-71.1828321
738,Berwyn,4,0.0015388,0.445226071,41.85058739999999,-87.7936685
739,Elyria,4,0.001543,0.498204338,41.3683798,-82.10764859999999
740,White Plains,4,0.0015493,0.557080262,41.03398620000001,-73.7629097
741,Oak Park,4,0.0015512,0.586838415,41.8850317,-87.7845025
742,Williamsport,4,0.0015513,0.600514099,41.2411897,-77.00107860000001
743,Ithaca,4,0.0015529,0.474627875,42.4439614,-76.5018807
744,Hinesville,4,0.0015589,0.718469596,31.8315028,-81.6141099
745,Hendersonville,4,0.0015666,0.5228324,35.3187279,-82.4609528
746,Aloha,4,0.0015697,0.639804813,41.272585,-111.97986
747,Pico Rivera,4,0.0016123,0.597859447,33.9830688,-118.096735
748,Kannapolis,4,0.0016229,0.68591167,35.4873613,-80.6217341
749,Cape Girardeau,4,0.0016236,0.83831951,37.3058839,-89.51814759999999
750,Bowie,4,0.0016283,0.538807579,44.9015508,-76.02011329999999
751,New Bern,4,0.0016566,0.694878488,35.108493,-77.04411429999999
752,Grapevine,4,0.0016586,0.571068786,32.9342919,-97.0780654
753,North Miami,4,0.0016587,0.442063543,25.8900949,-80.1867138
754,Southaven,4,0.0016678,0.677012572,34.9918587,-90.0022958
755,St. Cloud,4,0.0016688,0.499418166,45.5579451,-94.16324039999999
756,Lake Havasu City,4,0.0016728,0.420532409,34.483901,-114.3224548
757,National City,4,0.0016777,0.572906712,32.6781085,-117.0991967
758,Noblesville,4,0.0016867,0.633046855,40.0455917,-86.0085955
759,Diamond Bar,4,0.0016871,0.653568152,34.0286226,-117.8103367
